ID::ID!!I,ImageDocumentName::Image Name,ImageSceneContainerName::Image Scene Container Name ,ImageChannelName::Image Channel Name,RegionsCount::Count!!I,RegionsArea::Area!!R,RegionsIntensityMean_Cy3-T1::Intensity Mean Value of channel 'Cy3-T1'!!R,RegionsIntensitySum1_Cy3-T1::Intensity Sum of channel 'Cy3-T1'!!R,ParentID::ID of the parent!!I
,,,,#,µm²,Gray,Gray,
90,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,14.41039543,754.2250639,294902,15
96,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,11.53568739,512.3578275,160368,16
103,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.869799286,616.6285714,64746,17
106,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,16.10573607,809.9656751,353955,18
113,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,4.901745762,851.7894737,113288,19
120,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,5.491429462,613.1744966,91363,20
126,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,6.449665476,729.0571429,127585,21
128,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,12,9.029531666,448.7795918,109951,22
141,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,7.260480564,1037.888325,204464,23
144,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,2.395590034,468.8769231,30477,24
147,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,7.297335796,586.7929293,116185,25
152,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,12.75191003,551.5924855,190851,26
157,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,6.707652095,561.0714286,102115,27
160,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,7.444756721,993.8019802,200748,28
163,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.159732381,515.2,72128,29
167,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,9.619215367,662.1226054,172814,30
172,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,5.638850387,1544.627451,236328,31
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",G6,DAPI-T2,14,,,,
16,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,12.23593679,820.9668675,272561,2
21,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.331697082,368.1111111,3313,3
23,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,10.35631999,766.1494662,215288,4
27,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,5.344008537,421.5655172,61127,5
32,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,5.159732381,576.25,80675,6
35,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,6.781362557,504.8478261,92892,7
37,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,6.339099782,573.9302326,98716,8
39,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,3.501246973,455.4,43263,9
43,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,6.191678857,591.9285714,99444,10
46,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,5.859981775,467.9433962,74403,11
52,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,12,12.30964725,405.497006,135436,12
65,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,7.039349177,451.7329843,86281,13
70,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,2.063892952,411.875,23065,14
73,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,14,16.47428839,368.442953,164694,15
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",G6,DAPI-T2,5,,,,
7,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,11.38826647,570.0323625,176140,2
10,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,4.127785905,521.8571429,58448,3
12,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,2.469300496,366,24522,4
17,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,8.771545047,595.4663866,141721,5
22,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,1.695340639,394.2608696,18136,6
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",G6,DAPI-T2,42,,,,
44,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,7.518467183,818.995098,167075,2
47,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,2.469300496,403.8358209,27057,3
50,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,5.970547469,588.7222222,95373,4
53,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,6.449665476,561.7085714,98299,5
57,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,10.02462291,830.2647059,225832,6
59,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,0,0,0,0,7
60,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,1.511064483,375.4390244,15393,8
65,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,3.980364979,548.1944444,59205,9
67,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,6.707652095,1205.840659,219463,10
70,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,5.491429462,565.6979866,84289,11
73,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,1.695340639,403.173913,18546,12
76,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,7.481611952,474.8817734,96401,13
83,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,2.395590034,422.1230769,27438,14
87,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,1.14251217,391.3870968,12133,15
89,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,8.329282272,589.1681416,133152,16
92,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,5.233442843,1106.253521,157088,17
94,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,3.13269466,537.0352941,45648,18
96,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.206405122,454.8965517,39576,19
99,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,7.076204408,566,108672,20
103,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,3.13269466,760.7882353,64667,21
105,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,3.574957435,448.0824742,43464,22
110,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,8.734689816,733.1687764,173761,23
115,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,1.658485408,467.2666667,21027,24
117,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,4.127785905,536.3482143,60071,25
121,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,1.953327258,453.3584906,24028,26
124,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.57986619,463.4428571,32441,27
126,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,8.918965972,672.4793388,162740,28
128,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.800997578,623.8947368,47416,29
130,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,2.358734803,439.65625,28138,30
134,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.233442843,508.6830986,72233,31
138,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,13,31.95348553,352.0703576,305245,32
152,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.943509748,616.9345794,66012,33
155,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,5.675705619,589.5,90783,34
157,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,3.058984197,452.1566265,37529,35
159,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.980364979,461.1111111,49800,36
162,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,9.98776768,559.6863469,151675,37
169,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,8.218716578,524.5067265,116965,38
175,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,4.975456224,521.4148148,70391,39
177,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,4.27520683,885.3448276,102700,40
179,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.874708041,554.7948718,43274,41
181,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,5.528284694,707.2266667,106084,42
184,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,2.321879571,441.5555556,27818,43
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",G6,DAPI-T2,27,,,,
29,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,5.344008537,459.8206897,66674,2
32,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,6.670796864,543.7348066,98416,3
35,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,8.882110741,510.6182573,123059,4
40,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.675705619,649.2532468,99985,5
44,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,1.769051102,464.2291667,22283,6
47,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,9.213807823,702.428,175607,7
51,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,2.57986619,378.0571429,26464,8
56,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,2.469300496,392.238806,26280,9
60,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.759233592,631.2058824,64383,10
63,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,7.739598571,533.8904762,112117,11
68,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,13.00989665,948.5269122,334830,12
74,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,4.27520683,822.5344828,95414,13
76,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.970547469,484.3703704,78468,14
80,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.975456224,614.5925926,82970,15
83,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,1.400498789,397.5263158,15106,16
86,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,6.781362557,689.9456522,126950,17
90,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,3.574957435,932.6701031,90469,18
92,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,2.985273735,424.1851852,34359,19
96,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,6.928783483,753.7978723,141714,20
99,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.090930673,553.1621622,61401,21
102,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,4.938600993,573.8059701,76890,22
107,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,6.781362557,853.0163043,156955,23
111,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,7.186770102,698.3282051,136174,24
114,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,4.680614374,1399.401575,177724,25
116,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,4.606903911,671.488,83936,26
120,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,6.117968394,499.7710843,82962,27
125,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,7.887019496,603.8598131,129226,28
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",G6,DAPI-T2,14,,,,
16,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.022128966,439.5731707,36045,2
19,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.417719,549.1496599,80725,3
23,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,7.518467183,1108.828431,226201,4
27,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,8.513558428,861.6103896,199032,5
29,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,10,25.28268867,478.393586,328178,6
40,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.533193449,851.6910569,104758,7
43,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,4.717469605,571,73088,8
47,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,8.402992734,694.4254386,158329,9
50,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,7.371046258,533.045,106609,10
57,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,9.582360136,620.4846154,161326,11
63,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,11.09342462,647.2923588,194835,12
69,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,3.095839428,509.1190476,42766,13
73,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,10.61430661,741.2326389,213475,14
76,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,3.869799286,448.5428571,47097,15
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",G6,DAPI-T2,8,,,,
10,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,4.238351598,609.7043478,70116,2
15,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,17.35881394,937.7282378,441670,3
20,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,6.375955013,617.4219653,106814,4
22,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,7.113059639,590.6010363,113986,5
24,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,6.781362557,585.6793478,107765,6
31,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,5.859981775,482.3836478,76699,7
36,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,11.90423971,769.8916409,248675,8
40,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.970547469,640.3148148,103731,9
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",G6,DAPI-T2,17,,,,
19,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,3.280115585,671.8988764,59799,2
22,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,0,0,0,0,3
23,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.837852809,550.7272727,42406,4
25,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,3.095839428,555.7380952,46682,5
27,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,10.35631999,572.8754448,160978,6
33,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,3.648667898,532.8383838,52751,7
35,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,8,16.87969593,444.5851528,203620,8
44,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.975456224,744.6666667,100530,9
47,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,2.948418503,442.05,35364,10
51,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,4.312062061,635.1025641,74307,11
56,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,6.228534088,599.035503,101237,12
58,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,5.528284694,456.3133333,68447,13
61,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,2.911563272,534.2911392,42209,14
64,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,9.213807823,803.872,200968,15
69,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,2.874708041,467.1794872,36440,16
72,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,1.953327258,554.3584906,29381,17
74,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.901745762,569.037594,75682,18
1,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",G6,DAPI-T2,51,,,,
53,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,13.8944222,499.596817,188348,2
60,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,3.464391741,423.2021277,39781,3
64,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.675705619,445.1753247,68557,4
68,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,8.513558428,532.5497835,123019,5
73,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,13.96813266,423.6622691,160568,6
80,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,7,33.6856814,837.8150985,765763,7
88,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,4.27520683,757.112069,87825,8
90,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,1.068801707,379.3448276,11001,9
92,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,5.270298075,733.3146853,104864,10
95,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,7.592177646,536.7669903,110574,11
101,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,12.27279202,555.3453453,184930,12
107,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,9.398083979,839.3882353,214044,13
111,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,6.597086401,455.547486,81543,14
116,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.221131388,412.3333333,2474,15
118,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,1.695340639,472.9130435,21754,16
120,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.137603415,473.0172414,27435,17
122,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,1.289933095,428.9714286,15014,18
124,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,9.14009736,623.0403226,154514,19
131,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,11.35141124,782.7824675,241097,20
136,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,0.884525551,392.5,9420,21
139,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,5.344008537,507.5862069,73600,22
144,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.127785905,510.5178571,57178,23
147,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.515973238,409.2857143,5730,24
149,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,14.81580298,651.8134328,262029,25
156,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.164641136,378.2831858,42746,26
159,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,5.270298075,446.4545455,63843,27
163,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,4.312062061,878.8547009,102826,28
165,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,9,17.35881394,562.8619958,265108,29
175,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,0.184276156,383.2,1916,30
177,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,9.582360136,561.8076923,146070,31
182,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,3.943509748,349.4579439,37392,32
187,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,1.474209252,348.075,13923,33
191,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,2.28502434,575.4193548,35676,34
193,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,3,7.186770102,482.9641026,94178,35
197,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,5,14.00498789,547.5526316,208070,36
203,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.164641136,497.5929204,56228,37
206,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,11.31455601,612.9055375,188162,38
209,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,2,4.680614374,512.8976378,65138,39
212,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,1,4.754324837,979.5813953,126366,40
214,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,6,11.24084554,480.747541,146628,41
221,"Experiment-64-Airyscan Processing-01 - ALYREF, NSUN2, R2 repeat.czi",,Cy3-T1,4,12.42021294,642.652819,216574,42
